Title,URL,Abstract,Study type,Single arm/treatment Exclusion,Protocol only,Observational study,Treatment,Comparator 1,Comparator 2,Comparator 3,Population,Primary outcome,
METHODS: In this multicenter trial, we randomly assigned 2725 patients with
atrial fibrillation who had undergone PCI to triple therapy with warfarin plus a 
P2Y12 inhibitor (clopidogrel or ticagrelor) and aspirin (for 1 to 3 months)
(triple-therapy group) or dual therapy with dabigatran (110 mg or 150 mg twice
daily) plus a P2Y12 inhibitor (clopidogrel or ticagrelor) and no aspirin (110-mg 
and 150-mg dual-therapy groups). Outside the United States, elderly patients (_80
years of age; _70 years of age in Japan) were randomly assigned to the 110-mg
dual-therapy group or the triple-therapy group. The primary end point was a major
or clinically relevant nonmajor bleeding event during follow-up (mean follow-up, 
14 months). The trial also tested for the noninferiority of dual therapy with
dabigatran (both doses combined) to triple therapy with warfarin with respect to 
the incidence of a composite efficacy end point of thromboembolic events
(myocardial infarction, stroke, or systemic embolism), death, or unplanned
revascularization.
RESULTS: The incidence of the primary end point was 15.4% in the 110-mg
dual-therapy group as compared with 26.9% in the triple-therapy group (hazard
ratio, 0.52; 95% confidence interval [CI], 0.42 to 0.63; P<0.001 for
noninferiority; P<0.001 for superiority) and 20.2% in the 150-mg dual-therapy
group as compared with 25.7% in the corresponding triple-therapy group, which did
not include elderly patients outside the United States (hazard ratio, 0.72; 95%
CI, 0.58 to 0.88; P<0.001 for noninferiority). The incidence of the composite
efficacy end point was 13.7% in the two dual-therapy groups combined as compared 
with 13.4% in the triple-therapy group (hazard ratio, 1.04; 95% CI, 0.84 to 1.29;
P=0.005 for noninferiority). The rate of serious adverse events did not differ
significantly among the groups.
CONCLUSIONS: Among patients with atrial fibrillation who had undergone PCI, the
risk of bleeding was lower among those who received dual therapy with dabigatran 
and a P2Y12 inhibitor than among those who received triple therapy with warfarin,
a P2Y12 inhibitor, and aspirin. Dual therapy was noninferior to triple therapy
with respect to the risk of thromboembolic events. (Funded by Boehringer
Ingelheim; RE-DUAL PCI ClinicalTrials.gov number, NCT02164864 .).",RCT,,,,dabigatran,triple therapy with warfarin,,,atrial fibrillation who had undergone PCI,"incidence of thromboembolic events (myocardial infarction, stroke, or systemic embolism), death, or unplanned revascularization",

Safety and Efficacy of Polymer-Free Biolimus A9-Coated Versus Bare-Metal Stents in Orally Anticoagulated Patients: 2-Year Results of the LEADERS FREE Oral Anticoagulation Substudy.,/pubmed/28838473,"OBJECTIVES: The aim of this study was to compare the performance of drug-coated
stents (DCS) versus bare-metal stents (BMS) in patients who are candidates for
long-term oral anticoagulation (OAC) after percutaneous coronary interventions.
BACKGROUND: The randomized controlled LEADERS FREE (A Randomized Clinical
Evaluation of the BioFreedomÈ Stent) trial demonstrated the superior safety and
efficacy of a polymer-free biolimus A9 DCS compared with a similar BMS used with 
1 month of dual antiplatelet therapy in 2,466 patients at high bleeding risk.
METHODS: The 2 stents were compared in a pre-specified analysis of the 879
LEADERS FREE patients (35.6%) scheduled to remain on OAC after percutaneous
coronary intervention. The primary safety endpoint was a composite of cardiac
death, myocardial infarction, and stent thrombosis. The primary efficacy endpoint
was the incidence of clinically driven target lesion revascularization.
RESULTS: Baseline characteristics of 448 DCS and 431 BMS recipients were similar,
78.8% had histories of atrial fibrillation, and 21% presented with acute coronary
syndromes. Four hundred patients in the DCS group and 376 in the BMS group were
discharged on OAC after percutaneous coronary intervention. At 2 years, for the
DCS and BMS recipients, respectively, the incidence of clinically driven target
lesion revascularization was 7.5% versus 11.2% (hazard¾ratio: 0.63; 95%
confidence interval: 0.40 to 1.01; p¾= 0.0514), the safety endpoint was reached
by 14.4% and 15.0% (p¾= NS), and the rates of major bleeding events (Bleeding
Academic Research Consortium 3 to 5) were 10.7% and 12.9% (p¾= NS).
CONCLUSIONS: The efficacy advantage of DCS over BMS up to 2 years appears
confirmed in patients on long-term OAC. Despite the very short course of dual
antiplatelet therapy, both the DCS and BMS groups experienced similarly high
rates of major bleeding. (A Randomized Clinical Evaluation of the BioFreedomÈ
Stent [Leaders Free]; NCT01623180).",RCT,,,,polymer-free biolimus A9 drug-coated stents,bare-metal stents,,,percutaneous coronary intervention,"composite of cardiac death, myocardial infarction, and stent thrombosis",

Effect of Preoperative Beta-Blocker Use on Outcomes Following Cardiac Surgery.,/pubmed/28826895,"Recent studies suggest that the use of preoperative _ blockers in cardiac surgery
may not provide improved mortality rates and may even contribute to negative
clinical outcomes. We therefore assessed the role of _ blockers on several
outcomes after cardiac surgery (delirium, acute kidney injury [AKI], stroke,
atrial fibrillation (AF), mortality, and hospital length of stay) in 4,076
patients who underwent elective coronary artery bypass grafting, coronary artery 
bypass grafting_+_valve, or valve cardiac surgery from November 1, 2009, to
September 30, 2015, at Vanderbilt Medical Center. Clinical data from 2
prospectively collected datasets at our institution were reviewed: the Cardiac
Surgery Perioperative Outcomes Database and the Society of Thoracic Surgeons
Database. Preoperative _-blocker use was defined by Society of Thoracic Surgeons 
guidelines as patients receiving a _ blocker within 24 hours preceding surgery.
Of the included patients, 2,648 (65.0%) were administered a _ blocker within 24
hours before surgery. Adjusting for possible confounders, preoperative _-blocker 
use was associated with increased odds of AKI stage 2 (odds ratio 1.96, 95%
confidence interval 1.19 to 3.24, p_<0.01). There was no evidence that _-blocker 
use had an independent association with postoperative delirium, AKI stages 1 and 
3, stroke, AF, mortality, or prolonged length of stay. A secondary propensity
score analysis did not show a marginal association between _-blocker use and any 
outcome. In conclusion, we did not find significant evidence that preoperative
_-blocker use was associated with postoperative delirium, AF, AKI, stroke, or
mortality.",N,,,Y,,,,,,,

Clinical Impact of Asymptomatic Presentation Status in Patients With Paroxysmal and Sustained Atrial Fibrillation: The Fushimi AF Registry.,/pubmed/28823813,"BACKGROUND: The clinical characteristics and outcomes of asymptomatic patients
with paroxysmal or persistent/permanent atrial fibrillation (AF) are largely
unknown.
METHODS: The Fushimi AF Registry is a community-based prospective survey of
patients with AF who visited the participating medical institutions in
Fushimi-ku, Japan. We investigated the clinical characteristics and outcomes of
asymptomatic vs symptomatic patients in the paroxysmal AF (PAF; n = 1,837) and
persistent/permanent (sustained atrial fibrillation [SAF]; n¾= 1,912) subgroups.
RESULTS: In the PAF group, asymptomatic patients were older (asymptomatic
vs¾symptomatic group, 74.1 vs¾71.1 years of age; P¾< .01), more often male
(62.1%¾vs¾55.6%; P¾< .01), and had a higher CHA2DS2-VASc (congestive heart
failure, hypertension, age¾_ 75 years, diabetes mellitus, history of stroke,
vascular disease, age 65-74 years, and female sex) score (mean, 3.37 ± 1.73
vs¾2.99 ± 1.63; P¾< .01), whereas the prevalence of major co-morbidities and
CHA2DS2-VASc scores were comparable in the SAF group. Multivariable analysis
indicated that age (_ 75 years), history of stroke/systemic embolism, male sex,
and chronic kidney disease were independent determinants of asymptomatic status
in the PAF group, whereas age was nonsignificant in the SAF group. During the
follow-up period, all-cause mortality was significantly higher (hazard ratio,
1.71 [95%¾CI, 1.31-2.29]; P¾< .01) in asymptomatic patients compared with
symptomatic patients in the PAF group, whereas it was comparable in the SAF
group.
CONCLUSIONS: Asymptomatic clinical status is associated with older age, male sex,
more co-morbidities with a higher stroke risk profile, and a higher incidence of 
all-cause death in patients with PAF; these characteristics and outcomes were not
seen in the SAF group.
TRIAL REGISTRY: UMIN Clinical Trials Registry; No.: UMIN000005834; URL:
www.umin.ac.jp/ctr/index.htm.",N,,,Y,,,,,,,

Screening for Atrial Fibrillation in Patients ää«65 Years Using an Automatic Blood Pressure Monitor in a Skilled Nursing Facility.,/pubmed/28821351,"Early detection of asymptomatic atrial fibrillation (AF) provides an opportunity 
to treat patients to reduce their risk of stroke. Long-term residents of skilled 
nursing facilities frequently have multiple risk factors for strokes due to AF
and may benefit from screening for AF. Patients in a skilled nursing facility 65 
years and older, without a history of AF and without a pacemaker or
defibrillator, were evaluated using a Microlife WatchBP Home A automatic blood
pressure monitor that can detect AF when set to a triple reading mode. Those with
readings positive for AF were evaluated with a standard 12-lead electrocardiogram
(ECG) or a 30-second single-channel ECG to confirm the presence of AF. A total of
101 patients were screened with an average age of 78 years, and 48 (48%) were
female. Nine automatic blood pressure monitor readings were positive for possible
AF. Of those, 7 (6.9%, 95% confidence intervals 3.0% to 14.2%) had AF confirmed
with ECG. Only 2 (2%, 95% confidence interval 0.3% to 7.7%) were false-positive
readings. One-time screening for AF using an automatic blood pressure monitor in 
a skilled nursing facility resulted in a high number of patients with newly
diagnosed AF.",Single arm,Y,,,"Microlife WatchBP Home A automatic blood
pressure monitor",,,,asymptomatic atrial fibrillation,presence of AF,
